Bellman-Ford-Moore — Batch Results
Generated   : 2026-04-15 16:42:58
Input file  : C:\Users\helen\Desktop\5800FinalProject_BellmanFord\tests\real_world\p2p-gnutella.txt
Test cases  : 1

  I/O Overhead (shared across all test cases)
  io_read_sec        : 0.002210 s

============================================================
TEST CASE #1
============================================================

  Graph Details
  Representation     : LIST
  Vertices           : 10876
  Edges              : 39994
  Source             : 0

  Performance
  enqueue_count          : 23089
  total_relaxations      : 26825
  enqueue_ratio          : 2.12
  max_enqueues           : 6
  elapsed_sec            : 0.020174 s

  Performance Overhead
  graph_build_sec    : 0.008424 s

  Vertex     Distance        Path from source
  9607       277.0           0 → 3 → 25 → 101 → 314 → 1128 → 2993 → 7874 → 8676 → 9209 → 9607
  9608       350.0           0 → 3 → 25 → 101 → 314 → 1128 → 2993 → 7874 → 8676 → 9209 → 9608
  9609       247.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 7955 → 8754 → 9286 → 9609
  9610       226.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 9206 → 9610
  9611       319.0           0 → 3 → 23 → 115 → 397 → 1197 → 2192 → 4506 → 6097 → 8686 → 9215 → 9611
  9612       283.0           0 → 10 → 144 → 519 → 1655 → 9224 → 9612
  9613       289.0           0 → 10 → 144 → 519 → 1655 → 9224 → 9613
  9614       234.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 1252 → 9216 → 9614
  9615       274.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 9525 → 9615
  9616       312.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 3530 → 8699 → 9228 → 9616
  9617       266.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 3530 → 8699 → 9228 → 9617
  9618       344.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2103 → 4406 → 6508 → 5503 → 8701 → 9235 → 9618
  9619       359.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2103 → 4406 → 6508 → 5503 → 8701 → 9235 → 9619
  9620       339.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2103 → 4406 → 6508 → 5503 → 8701 → 9235 → 9620
  9621       275.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 3530 → 8699 → 9226 → 9621
  9622       319.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9622
  9623       288.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9623
  9624       345.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9624
  9625       334.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9625
  9626       374.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9626
  9627       333.0           0 → 10 → 137 → 289 → 1070 → 7240 → 6722 → 7974 → 8728 → 9264 → 9627
  9628       319.0           0 → 10 → 137 → 289 → 1070 → 7240 → 6722 → 7974 → 8728 → 9264 → 9628
  9629       301.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9318 → 9629
  9630       364.0           0 → 10 → 144 → 516 → 945 → 850 → 2450 → 4499 → 6633 → 7922 → 8718 → 9262 → 9630
  9631       424.0           0 → 10 → 144 → 516 → 945 → 850 → 2450 → 4499 → 6633 → 7922 → 8718 → 9262 → 9631
  9632       511.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 7672 → 8558 → 8342 → 8996 → 9451 → 9753 → 9996 → 9267 → 9632
  9633       479.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 7672 → 8558 → 8342 → 8996 → 9451 → 9753 → 9996 → 9267 → 9633
  9634       413.0           0 → 10 → 136 → 1198 → 3127 → 3114 → 3941 → 6161 → 7669 → 9860 → 10060 → 9634
  9635       207.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 1677 → 9635
  9636       264.0           0 → 10 → 144 → 519 → 1657 → 5789 → 7078 → 6579 → 7949 → 8745 → 9276 → 9636
  9637       292.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 1677 → 9421 → 9734 → 9637
  9638       320.0           0 → 10 → 144 → 516 → 1299 → 3274 → 4864 → 2662 → 8749 → 9279 → 9638
  9639       309.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 4197 → 5663 → 5903 → 8920 → 9400 → 9720 → 9639
  9640       294.0           0 → 3 → 26 → 89 → 266 → 1015 → 2795 → 9640
  9641       353.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10706 → 8348 → 8766 → 9287 → 9641
  9642       339.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10706 → 8348 → 8766 → 9287 → 9642
  9643       414.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 6794 → 7858 → 9288 → 9643
  9644       399.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 6794 → 7858 → 9288 → 9644
  9645       364.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 6794 → 7858 → 9288 → 9645
  9646       311.0           0 → 10 → 136 → 5062 → 6787 → 8005 → 8778 → 9295 → 9646
  9647       393.0           0 → 10 → 136 → 5062 → 6787 → 8005 → 8778 → 9293 → 9647
  9648       248.0           0 → 3 → 25 → 107 → 8843 → 5651 → 5861 → 7470 → 9648
  9649       280.0           0 → 3 → 25 → 107 → 8843 → 5651 → 5861 → 7470 → 9649
  9650       177.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 4569 → 3220 → 9299 → 9650
  9651       214.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 4569 → 3220 → 9299 → 9651
  9652       243.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 4569 → 3220 → 9299 → 9652
  9653       177.0           0 → 10 → 137 → 493 → 1597 → 1042 → 1997 → 2264 → 4569 → 3220 → 9299 → 9653
  9654       305.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500 → 9002 → 9456 → 9302 → 9654
  9655       343.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500 → 9002 → 9456 → 9302 → 9655
  9656       312.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500 → 9002 → 9456 → 9302 → 9656
  9657       236.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 8815 → 9306 → 9657
  9658       246.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 8815 → 9306 → 9658
  9659       378.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 2680 → 5044 → 8823 → 9314 → 9659
  9660       316.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 2680 → 5044 → 8823 → 9314 → 9660
  9661       367.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 2680 → 5044 → 8823 → 9314 → 9661
  9662       353.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9318 → 9662
  9663       370.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9318 → 9663
  9664       311.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 4564 → 6440 → 7849 → 9250 → 9318 → 9664
  9665       334.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 2416 → 838 → 2410 → 4769 → 3767 → 5998 → 7565 → 8489 → 9054 → 9500 → 9785 → 9665
  9666       344.0           0 → 10 → 137 → 493 → 1597 → 1042 → 2828 → 3858 → 9146 → 9319 → 9666
  9667       219.0           0 → 3 → 23 → 115 → 397 → 1197 → 3120 → 5450 → 7206 → 9667
  9668       378.0           0 → 3 → 23 → 115 → 397 → 1197 → 2192 → 4506 → 6097 → 8686 → 9215 → 9322 → 9668
  9669       191.0           0 → 10 → 137 → 493 → 1597 → 349 → 1258 → 5901 → 1359 → 567 → 1827 → 3826 → 6041 → 5569 → 2836 → 9669
  9670       385.0           0 → 10 → 137 → 493 → 1597 → 920 → 1537 → 3680 → 5499 → 7230 → 10516 → 10585 → 9964 → 10141 → 9670
  9671       332.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10706 → 10041 → 9696 → 9671
  9672       408.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 3263 → 2552 → 4930 → 6892 → 8089 → 8835 → 9323 → 9672
  9673       182.0           0 → 3 → 23 → 109 → 387 → 1334 → 533 → 1683 → 3890 → 4753 → 9673
  9674       380.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 3263 → 2552 → 4930 → 6892 → 8089 → 8837 → 9329 → 9674
  9675       234.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 3530 → 4459 → 9675
  9676       187.0           0 → 10 → 144 → 516 → 1652 → 130 → 448 → 3530 → 4459 → 9676
  9677       196.0           0 → 3 → 25 → 107 → 8843 → 9331 → 9677
  9678       306.0           0 → 10 → 136 → 1198 → 3127 → 3114 → 3941 → 6161 → 7669 → 9678
  9679       412.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 6656 → 7932 → 6937 → 8106 → 8850 → 9335 → 9679
  9680       423.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 2899 → 6656 → 7932 → 6937 → 8106 → 8850 → 9335 → 9680
  9681       286.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2684 → 5046 → 6949 → 8120 → 8856 → 9344 → 9681
  9682       316.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2684 → 5046 → 6949 → 8120 → 8856 → 9344 → 9682
  9683       285.0           0 → 10 → 137 → 493 → 1597 → 920 → 1534 → 2684 → 5046 → 6949 → 8120 → 8856 → 9344 → 9683
  9684       281.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 9828 → 10020 → 8861 → 9346 → 9684
  9685       291.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 3555 → 3282 → 3925 → 9828 → 10020 → 8861 → 9346 → 9685
  9686       331.0           0 → 10 → 136 → 1198 → 3125 → 889 → 1546 → 10455 → 10531 → 9743 → 9686
  9687       279.0           0 → 3 → 23 → 109 → 387 → 1339 → 3338 → 3652 → 4980 → 8938 → 8675 → 9687
  9688       380.0           0 → 3 → 26 → 89 → 272 → 985 → 2757 → 4189 → 6413 → 7530 → 8466 → 9062 → 9363 → 9688
  9689       386.0           0 → 3 → 26 → 89 → 272 → 985 → 2757 → 4189 → 6413 → 7530 → 8466 → 9062 → 9363 → 9689
  9690       433.0           0 → 3 → 26 → 89 → 272 → 985 → 2757 → 4189 → 6413 → 7530 → 8466 → 9062 → 9363 → 9690
  9691       inf             <unreachable>
  9692       inf             <unreachable>
  9693       inf             <unreachable>
  9694       inf             <unreachable>
  9695       401.0           0 → 3 → 25 → 101 → 314 → 1128 → 2993 → 7874 → 8676 → 9209 → 9370 → 9695
  9696       295.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10706 → 10041 → 9696
  9697       328.0           0 → 3 → 25 → 101 → 314 → 1128 → 2993 → 7874 → 8676 → 9209 → 9370 → 9697
  9698       383.0           0 → 3 → 25 → 101 → 314 → 1128 → 2993 → 7874 → 8676 → 9209 → 9370 → 9698
  9699       322.0           0 → 3 → 25 → 101 → 314 → 1128 → 2993 → 7874 → 8676 → 9209 → 9370 → 9699
  9700       353.0           0 → 3 → 25 → 101 → 314 → 1128 → 2993 → 7874 → 8676 → 9209 → 9370 → 9700
  9701       313.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 3373 → 5662 → 7360 → 9865 → 10047 → 10189 → 9701
  9702       210.0           0 → 10 → 137 → 493 → 1597 → 920 → 841 → 842 → 1252 → 9702
  9703       336.0           0 → 3 → 26 → 89 → 272 → 983 → 2781 → 5148 → 7013 → 8159 → 8885 → 9379 → 9703
  9704       318.0           0 → 10 → 136 → 1198 → 3125 → 889 → 1546 → 10457 → 10231 → 10173 → 9704
  9705       323.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10066 → 9705
  9706       371.0           0 → 3 → 26 → 89 → 272 → 983 → 2781 → 5148 → 7013 → 8159 → 8885 → 9379 → 9706
  9707       336.0           0 → 3 → 26 → 89 → 272 → 983 → 2781 → 5148 → 7013 → 8159 → 8885 → 9380 → 9707
  9708       346.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 5109 → 10163 → 8888 → 9381 → 9708
  9709       328.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 5109 → 10163 → 8888 → 9381 → 9709
  9710       306.0           0 → 1 → 17 → 81 → 2738 → 5091 → 9710
  9711       212.0           0 → 1 → 17 → 81 → 2738 → 5091 → 9711
  9712       372.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 2812 → 5172 → 7039 → 8175 → 8898 → 9390 → 9712
  9713       311.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 2812 → 5172 → 7039 → 8175 → 8898 → 9390 → 9713
  9714       450.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 5109 → 10163 → 8888 → 9381 → 8911 → 9396 → 9714
  9715       424.0           0 → 10 → 144 → 519 → 1660 → 3863 → 5074 → 6968 → 2744 → 5109 → 10163 → 8888 → 9381 → 8911 → 9396 → 9715
  9716       270.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 4197 → 5663 → 5903 → 8920 → 9399 → 9716
  9717       382.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 1677 → 9421 → 9733 → 9965 → 10702 → 10718 → 9717
  9718       421.0           0 → 3 → 23 → 109 → 386 → 1328 → 6340 → 5791 → 7433 → 8196 → 8916 → 9402 → 9718
  9719       269.0           0 → 3 → 23 → 109 → 387 → 1334 → 3337 → 2265 → 4576 → 6169 → 7672 → 8558 → 8342 → 8996 → 9451 → 9719
  9720       284.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 4197 → 5663 → 5903 → 8920 → 9400 → 9720
  9721       336.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 4197 → 5663 → 5903 → 8920 → 9400 → 9721
  9722       319.0           0 → 3 → 23 → 115 → 397 → 1354 → 1760 → 1943 → 4197 → 5663 → 5903 → 8920 → 9400 → 9722
  9723       199.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 1677 → 10111 → 9723
  9724       327.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2098 → 8228 → 8925 → 9405 → 9724
  9725       344.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2098 → 8228 → 8925 → 9405 → 9725
  9726       367.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2098 → 8228 → 8925 → 9405 → 9726
  9727       233.0           0 → 10 → 137 → 493 → 1597 → 920 → 1535 → 702 → 2977 → 5320 → 7066 → 8185 → 9490 → 9727
  9728       286.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2098 → 8228 → 8925 → 9404 → 9728
  9729       243.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2098 → 8228 → 8925 → 9404 → 9729
  9730       304.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 693 → 2098 → 8228 → 8925 → 9404 → 9730
  9731       269.0           0 → 10 → 137 → 289 → 1070 → 2527 → 2736 → 5089 → 10707 → 10720 → 9731
  9732       249.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 699 → 2127 → 4451 → 5920 → 9181 → 9594 → 9732
  9733       225.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 1677 → 9421 → 9733
  9734       275.0           0 → 10 → 141 → 510 → 1640 → 2145 → 4475 → 1677 → 9421 → 9734
  9735       408.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8256 → 8952 → 9425 → 9735
  9736       442.0           0 → 3 → 23 → 112 → 352 → 1263 → 3230 → 5335 → 7161 → 8256 → 8952 → 9425 → 9736
  9737       325.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1364 → 3379 → 9076 → 8954 → 9432 → 9737
  9738       291.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1364 → 3379 → 9076 → 8954 → 9432 → 9738
  9739       321.0           0 → 10 → 137 → 493 → 1597 → 920 → 187 → 407 → 1364 → 3379 → 9076 → 8954 → 9432 → 9739
  9740       379.0           0 → 3 → 23 → 115 → 397 → 1353 → 2144 → 683 → 2057 → 2876 → 4057 → 1890 → 10327 → 10073 → 10225 → 9740
  9741       422.0           0 → 10 → 141 → 510 → 1642 → 2425 → 1186 → 3109 → 5444 → 7203 → 8292 → 8972 → 9440 → 9741
